modeild,weblabel,brand,catchline,productnature,family,Review-AverageRating,DisplayPrice-Amount,ListPrice-Amount
8563098,CALCETINES LARGOS DE DEPORTE RS 160 MARINO LOTE DE 3 PARES,ARTENGO,"Estos calcetines de deporte son mayoritariamente de algodón, aseguran sujeción, resistencia y comodidad. Para la iniciación al tenis y también para otros deportes de raqueta.
Se venden en lote de 3.",Calcetines,CALCETINES DEPORTES DE RAQUETA ADULTO,4.6,4.99,4.99
8563098,CALCETINES LARGOS DE DEPORTE RS 160 MARINO LOTE DE 3 PARES,ARTENGO,"Estos calcetines de deporte son mayoritariamente de algodón, aseguran sujeción, resistencia y comodidad. Para la iniciación al tenis y también para otros deportes de raqueta.
Se venden en lote de 3.",Calcetines,CALCETINES DEPORTES DE RAQUETA ADULTO,4.6,4.99,4.99
8563098,CALCETINES LARGOS DE DEPORTE RS 160 MARINO LOTE DE 3 PARES,ARTENGO,"Estos calcetines de deporte son mayoritariamente de algodón, aseguran sujeción, resistencia y comodidad. Para la iniciación al tenis y también para otros deportes de raqueta.
Se venden en lote de 3.",Calcetines,CALCETINES DEPORTES DE RAQUETA ADULTO,4.6,4.99,4.99
8563098,CALCETINES LARGOS DE DEPORTE RS 160 MARINO LOTE DE 3 PARES,ARTENGO,"Estos calcetines de deporte son mayoritariamente de algodón, aseguran sujeción, resistencia y comodidad. Para la iniciación al tenis y también para otros deportes de raqueta.
Se venden en lote de 3.",Calcetines,CALCETINES DEPORTES DE RAQUETA ADULTO,4.6,4.99,4.99
8573538,VISERA DE TENIS ARTENGO TV 500 T56 NEGRO,ARTENGO,Esta visera de deporte Artengo te protege la cara del sol. La tira de tejido absorbente se coloca idealmente en la frente para absorber y retener el sudor. También sujeta el pelo. ,VISERAS,ACCESORIOS JUGADOR DEPORTE DE RAQUETA,4.8,8.99,8.99
8573540,GORRA ARTENGO TC 500 AZUL MARINO TURQUESA T56,ARTENGO,Esta gorra de deporte Artengo TC 500 protege la cara del sol durante el juego sin molestarte y absorbe el sudor del frente para que no vaya hacia los ojos. También sujeta el pelo.,GORRAS,ACCESORIOS JUGADOR DEPORTE DE RAQUETA,4.6,6.99,6.99
8573544,Visera de Tenis Artengo TV 100 T56 Coral,ARTENGO,Esta visera de deporte Artengo te protege la cara del sol. La tira de tejido absorbente se coloca idealmente en la frente para absorber y retener el sudor. También sujeta el pelo. ,VISERAS,ACCESORIOS JUGADOR DEPORTE DE RAQUETA,4.6,5.99,5.99
8552175,ZAPATILLAS DE TENIS MUJER TS990 CORAL,ARTENGO,"¿Te gusta cubrir todos los ángulos de la cancha? Entonces apreciarás estas nuevas TS990 flexibles, reactivas y resistentes.",ZAPATILLAS,CALZADO MUJER MULTICANCHA INIC/PERFECC,3.8,69.99,69.99
8552180,ZAPATILLAS DE TENIS MUJER TS990 NEGRAS TIERRA BATIDA,ARTENGO,"¿Te gusta cubrir todos los ángulos de la cancha? Entonces apreciarás estas nuevas TS990 flexibles, reactivas y resistentes.",ZAPATILLAS,CALZADO TENIS MUJER TIERRA BATIDA,3.5,69.99,69.99
8573412,Zapatillas de tenis Niños Artengo TS560 coral,ARTENGO,"Zapatillas de tenis polivalentes para niños. ¡Ligeras, aireadas, resistentes y con buena amortiguación! Suela de caucho resistente que no deja marcas.¡Ideal para las jornadas deportivas de tus hijos!",ZAPATILLAS,CALZADO TENIS JÚNIOR,4.5,16.99,19.99
8573412,Zapatillas de tenis Niños Artengo TS560 coral,ARTENGO,"Zapatillas de tenis polivalentes para niños. ¡Ligeras, aireadas, resistentes y con buena amortiguación! Suela de caucho resistente que no deja marcas.¡Ideal para las jornadas deportivas de tus hijos!",ZAPATILLAS,CALZADO TENIS JÚNIOR,4.5,16.99,19.99
8573412,Zapatillas de tenis Niños Artengo TS560 coral,ARTENGO,"Zapatillas de tenis polivalentes para niños. ¡Ligeras, aireadas, resistentes y con buena amortiguación! Suela de caucho resistente que no deja marcas.¡Ideal para las jornadas deportivas de tus hijos!",ZAPATILLAS,CALZADO TENIS JÚNIOR,4.5,16.99,19.99
8573412,Zapatillas de tenis Niños Artengo TS560 coral,ARTENGO,"Zapatillas de tenis polivalentes para niños. ¡Ligeras, aireadas, resistentes y con buena amortiguación! Suela de caucho resistente que no deja marcas.¡Ideal para las jornadas deportivas de tus hijos!",ZAPATILLAS,CALZADO TENIS JÚNIOR,4.5,16.99,19.99
8573412,Zapatillas de tenis Niños Artengo TS560 coral,ARTENGO,"Zapatillas de tenis polivalentes para niños. ¡Ligeras, aireadas, resistentes y con buena amortiguación! Suela de caucho resistente que no deja marcas.¡Ideal para las jornadas deportivas de tus hijos!",ZAPATILLAS,CALZADO TENIS JÚNIOR,4.5,16.99,19.99
8573412,Zapatillas de tenis Niños Artengo TS560 coral,ARTENGO,"Zapatillas de tenis polivalentes para niños. ¡Ligeras, aireadas, resistentes y con buena amortiguación! Suela de caucho resistente que no deja marcas.¡Ideal para las jornadas deportivas de tus hijos!",ZAPATILLAS,CALZADO TENIS JÚNIOR,4.5,16.99,19.99
8573412,Zapatillas de tenis Niños Artengo TS560 coral,ARTENGO,"Zapatillas de tenis polivalentes para niños. ¡Ligeras, aireadas, resistentes y con buena amortiguación! Suela de caucho resistente que no deja marcas.¡Ideal para las jornadas deportivas de tus hijos!",ZAPATILLAS,CALZADO TENIS JÚNIOR,4.5,16.99,19.99
8573413,Zapatillas de tenis Niños Artengo TS560 turquesa,ARTENGO,"Zapatillas de tenis polivalentes para niños. ¡Ligeras, aireadas, resistentes y con buena amortiguación! Suela de caucho resistente que no deja marcas.¡Ideal para las jornadas deportivas de tus hijos!",ZAPATILLAS,CALZADO TENIS JÚNIOR,4.5,16.99,27.99
8573413,Zapatillas de tenis Niños Artengo TS560 turquesa,ARTENGO,"Zapatillas de tenis polivalentes para niños. ¡Ligeras, aireadas, resistentes y con buena amortiguación! Suela de caucho resistente que no deja marcas.¡Ideal para las jornadas deportivas de tus hijos!",ZAPATILLAS,CALZADO TENIS JÚNIOR,4.5,16.99,27.99
8573413,Zapatillas de tenis Niños Artengo TS560 turquesa,ARTENGO,"Zapatillas de tenis polivalentes para niños. ¡Ligeras, aireadas, resistentes y con buena amortiguación! Suela de caucho resistente que no deja marcas.¡Ideal para las jornadas deportivas de tus hijos!",ZAPATILLAS,CALZADO TENIS JÚNIOR,4.5,16.99,27.99
8573413,Zapatillas de tenis Niños Artengo TS560 turquesa,ARTENGO,"Zapatillas de tenis polivalentes para niños. ¡Ligeras, aireadas, resistentes y con buena amortiguación! Suela de caucho resistente que no deja marcas.¡Ideal para las jornadas deportivas de tus hijos!",ZAPATILLAS,CALZADO TENIS JÚNIOR,4.5,16.99,27.99
8573413,Zapatillas de tenis Niños Artengo TS560 turquesa,ARTENGO,"Zapatillas de tenis polivalentes para niños. ¡Ligeras, aireadas, resistentes y con buena amortiguación! Suela de caucho resistente que no deja marcas.¡Ideal para las jornadas deportivas de tus hijos!",ZAPATILLAS,CALZADO TENIS JÚNIOR,4.5,16.99,27.99
8573413,Zapatillas de tenis Niños Artengo TS560 turquesa,ARTENGO,"Zapatillas de tenis polivalentes para niños. ¡Ligeras, aireadas, resistentes y con buena amortiguación! Suela de caucho resistente que no deja marcas.¡Ideal para las jornadas deportivas de tus hijos!",ZAPATILLAS,CALZADO TENIS JÚNIOR,4.5,16.99,27.99
8573413,Zapatillas de tenis Niños Artengo TS560 turquesa,ARTENGO,"Zapatillas de tenis polivalentes para niños. ¡Ligeras, aireadas, resistentes y con buena amortiguación! Suela de caucho resistente que no deja marcas.¡Ideal para las jornadas deportivas de tus hijos!",ZAPATILLAS,CALZADO TENIS JÚNIOR,4.5,16.99,27.99
8573416,ZAPATILLAS DE TENIS ARTENGO TS560 NIÑOS CORAL,ARTENGO,"Zapatillas de tenis polivalentes para niños. ¡Ligeras, resistentes y con buena amortiguación! Suela de caucho muy resistente que no deja marcas. ¡Ideal para las jornadas deportivas de tus hijos!",ZAPATILLAS,CALZADO TENIS JÚNIOR,4.6,19.99,27.99
8573416,ZAPATILLAS DE TENIS ARTENGO TS560 NIÑOS CORAL,ARTENGO,"Zapatillas de tenis polivalentes para niños. ¡Ligeras, resistentes y con buena amortiguación! Suela de caucho muy resistente que no deja marcas. ¡Ideal para las jornadas deportivas de tus hijos!",ZAPATILLAS,CALZADO TENIS JÚNIOR,4.6,19.99,27.99
8573416,ZAPATILLAS DE TENIS ARTENGO TS560 NIÑOS CORAL,ARTENGO,"Zapatillas de tenis polivalentes para niños. ¡Ligeras, resistentes y con buena amortiguación! Suela de caucho muy resistente que no deja marcas. ¡Ideal para las jornadas deportivas de tus hijos!",ZAPATILLAS,CALZADO TENIS JÚNIOR,4.6,19.99,27.99
8573416,ZAPATILLAS DE TENIS ARTENGO TS560 NIÑOS CORAL,ARTENGO,"Zapatillas de tenis polivalentes para niños. ¡Ligeras, resistentes y con buena amortiguación! Suela de caucho muy resistente que no deja marcas. ¡Ideal para las jornadas deportivas de tus hijos!",ZAPATILLAS,CALZADO TENIS JÚNIOR,4.6,19.99,27.99
8573416,ZAPATILLAS DE TENIS ARTENGO TS560 NIÑOS CORAL,ARTENGO,"Zapatillas de tenis polivalentes para niños. ¡Ligeras, resistentes y con buena amortiguación! Suela de caucho muy resistente que no deja marcas. ¡Ideal para las jornadas deportivas de tus hijos!",ZAPATILLAS,CALZADO TENIS JÚNIOR,4.6,19.99,27.99
8573910,Pelota Squash Opfeel SB 960 Pro x1 Blanca Punto Amarillo,PERFLY,Esta pelota con rebote bajo y velocidad lenta es ideal para el entrenamiento y los partidos de los jugadores expertos en canchas acristaladas. ,Pelota de squash,ACCESORIOS SQUASH,2.0,4.99,4.99
8573925,GRIP DE SQUASH TACKY AZUL ,PERFLY,Su nueva formulación aporta una adherencia excepcional. Su textura suave adornada con picos finos aporta un tacto cómodo. ,EMPUÑADURA,ACCESORIOS SQUASH,4.7,3.99,3.99
8573926,GRIP DE SQUASH TACKY NEGRO ,PERFLY,Su nueva formulación aporta una adherencia excepcional. Su textura suave adornada con picos finos aporta un tacto cómodo. ,EMPUÑADURA,ACCESORIOS SQUASH,4.7,3.99,3.99
8573927,GRIP DE SQUASH TACKY VIOLETA,PERFLY,Su nueva formulación aporta una adherencia excepcional. Su textura suave adornada con picos finos aporta un tacto cómodo. ,EMPUÑADURA,ACCESORIOS SQUASH,4.7,3.99,3.99
8573928,GRIP DE SQUASH TACKY AMARILLO ,PERFLY,Su nueva formulación aporta una adherencia excepcional. Su textura suave adornada con picos finos aporta un tacto cómodo. ,EMPUÑADURA,ACCESORIOS SQUASH,4.7,3.99,3.99
8573929,GRIP DE SQUASH TACKY NARANJA ,PERFLY,Su nueva formulación aporta una adherencia excepcional. Su textura suave adornada con picos finos aporta un tacto cómodo. ,EMPUÑADURA,ACCESORIOS SQUASH,4.7,3.99,3.99
8573931,Caja Grips Squash Opfeel Tacky x24 Multicolores,PERFLY,"Grip muy cómodo y adherente que te proporcionará muy buenas sensaciones durante el juego. Caja 24 Grips de colores distintos (blanco, negro, amarillo fluo, naranja, azul, violeta).",EMPUÑADURA,CLUB SQUASH,5.0,44.99,44.99
8573932,ANTIVIBRADOR SQUASH PERFLY 900 ULTRALIGHT,PERFLY,"Su materia elastomérica flexible reduce significativamente las vibraciones. 
Su volumen reducido lo convierte en un accesorio muy discreto.
Su peso muy ligero no cambia las especificaciones de la raqueta.",Antivibrador,ACCESORIOS SQUASH,0.0,4.99,4.99
8573933,PELOTAS DE SQUASH 57 DE ESPUMA PERFLY SB57 100 FOAM BLACK x2,PERFLY,"Su composición de espuma de poliuretano proporciona una gran comodidad al golpear y un rebote más alto.
Diámetro grande para un juego adaptado a la iniciación.
¡En exclusiva PERFLY Squash!",Pelota de squash,SQUASH 57 RAQUETA,0.0,4.99,4.99
8573934,RAQUETA SQUASH PERFLY SPEED 135,PERFLY,"El peso de 135 g ofrece una buena potencia.
El equilibrio neutro proporciona una manejabilidad excelente.
El tamiz ampliado en la cabeza perdona los errores de centrado.
¡Todo para progresar!",Raqueta de squash,RAQUETAS SQUASH ADULTO,4.5,49.99,49.99
8573935,RAQUETA SQUASH PERFLY SPEED 125,PERFLY,"El equilibrio en el mango proporciona una manejabilidad excelente.
El tamiz ampliado en la cabeza perdona los errores de centrado.
La forma híbrida favorece la estabilidad.
¡Una combinación genial!",Raqueta de squash,RAQUETAS SQUASH ADULTO,0.0,69.99,69.99
8573936,RAQUETA SQUASH PERFLY SPEED 115,PERFLY,"El peso de 115 g y el equilibrio de 350 mm favorecen la manejabilidad.
El tamiz de 470 cm² ampliado en la cabeza de la raqueta aporta más control.
¡Combinación perfecta de manejabilidad y tolerancia!",Raqueta de squash,RAQUETAS SQUASH ADULTO,5.0,89.99,89.99
8573937,RAQUETA SQUASH PERFLY POWER 125,PERFLY,"El peso de 125 g y el equilibrio en la cabeza ofrecen una potencia excepcional.
El tamiz alargado de 500 cm² aporta mayor tolerancia a los fallos de centrado.
¡Combinación perfecta de potencia y manejabilidad!",Raqueta de squash,RAQUETAS SQUASH ADULTO,5.0,79.99,79.99
8573938,SET DE 2 RAQUETAS SR57 160 CON 1 PELOTA DE COMPETICIÓN Y FUNDA DE TRANSPORTE,PERFLY,"Este set formado por 2 raquetas SR57 160% grafito/aluminio, una pelota de competición y una funda te permitirá disfrutar rápidamente en familia o entre amigos y progresar a tu ritmo.",Racketball Rack,SQUASH 57 RAQUETA,0.0,59.99,59.99
8573940,Funda Raqueta Squash57 Opfeel 100 Adulto Negro,PERFLY,Esta funda para raqueta permite transportar y proteger eficazmente la raqueta de los impactos exteriores.,Funda de protección,SQUASH 57 RAQUETA,0.0,5.99,5.99
8542899,Raqueta de tenis adulto TR930 SPIN negro azul,ARTENGO,La TR930 Spin es una raqueta de 285 gramos que integra el nuevo concepto MPO. Procura un acceso fácil a la potencia y a los efectos gracias a una combinación óptima estabilidad/manejabilidad.,Raqueta,Raquetas adulto experto,4.5,99.99,99.99
8595952,Raqueta de Tenis Artengo TR930 Spin Lite Adulto Negro Azul (270GR),ARTENGO,La TR930 Spin Lite es una raqueta de 270 gramos que integra el nuevo concepto MPO. Esta raqueta ultra manejable procura una gran facilidad de juego y de acceso a los efectos.,Raqueta,Raquetas adulto experto,4.7,89.99,89.99
8595952,Raqueta de Tenis Artengo TR930 Spin Lite Adulto Negro Azul (270GR),ARTENGO,La TR930 Spin Lite es una raqueta de 270 gramos que integra el nuevo concepto MPO. Esta raqueta ultra manejable procura una gran facilidad de juego y de acceso a los efectos.,Raqueta,Raquetas adulto experto,4.7,89.99,89.99
8595952,Raqueta de Tenis Artengo TR930 Spin Lite Adulto Negro Azul (270GR),ARTENGO,La TR930 Spin Lite es una raqueta de 270 gramos que integra el nuevo concepto MPO. Esta raqueta ultra manejable procura una gran facilidad de juego y de acceso a los efectos.,Raqueta,Raquetas adulto experto,4.7,89.99,89.99
8595970,Raqueta de tenis Artengo TR930 Spin Pro Adulto Negro Azul (300GR),ARTENGO,La TR930 Spin Pro es una raqueta de 300 gramos que integra el nuevo concepto MPO. Te permitirá expresar tu explosividad y te procurará una excelente estabilidad en el impacto.,Raqueta,Raquetas adulto experto,4.7,109.99,109.99
8595970,Raqueta de tenis Artengo TR930 Spin Pro Adulto Negro Azul (300GR),ARTENGO,La TR930 Spin Pro es una raqueta de 300 gramos que integra el nuevo concepto MPO. Te permitirá expresar tu explosividad y te procurará una excelente estabilidad en el impacto.,Raqueta,Raquetas adulto experto,4.7,109.99,109.99
8595970,Raqueta de tenis Artengo TR930 Spin Pro Adulto Negro Azul (300GR),ARTENGO,La TR930 Spin Pro es una raqueta de 300 gramos que integra el nuevo concepto MPO. Te permitirá expresar tu explosividad y te procurará una excelente estabilidad en el impacto.,Raqueta,Raquetas adulto experto,4.7,109.99,109.99
8567864,PELOTAS DE TENIS HEAD TOUR *4 AMARILLO POLIVALENTE,HEAD,Se recomienda la pelota Head Tour por su relación rapidez-control.,Pelota de tenis,PELOTAS TENIS,4.3,6.99,6.99
8574971,CALCETINES DE DEPORTE LARGOS ARTENGO RS 560 BLANCO GRIS LOTE DE 3 PARES,ARTENGO,"Calcetines gruesos estudiados para practicar deporte, 1 hilo elástico en todo el calcetín para ofrecer una buena sujeción, rizo y zonas de mesh aireadas para mayor confort.
En lotes de 3 pares.",Calcetines,CALCETINES DEPORTES DE RAQUETA ADULTO,4.5,8.99,8.99
8574971,CALCETINES DE DEPORTE LARGOS ARTENGO RS 560 BLANCO GRIS LOTE DE 3 PARES,ARTENGO,"Calcetines gruesos estudiados para practicar deporte, 1 hilo elástico en todo el calcetín para ofrecer una buena sujeción, rizo y zonas de mesh aireadas para mayor confort.
En lotes de 3 pares.",Calcetines,CALCETINES DEPORTES DE RAQUETA ADULTO,4.5,8.99,8.99
8574971,CALCETINES DE DEPORTE LARGOS ARTENGO RS 560 BLANCO GRIS LOTE DE 3 PARES,ARTENGO,"Calcetines gruesos estudiados para practicar deporte, 1 hilo elástico en todo el calcetín para ofrecer una buena sujeción, rizo y zonas de mesh aireadas para mayor confort.
En lotes de 3 pares.",Calcetines,CALCETINES DEPORTES DE RAQUETA ADULTO,4.5,8.99,8.99
8574971,CALCETINES DE DEPORTE LARGOS ARTENGO RS 560 BLANCO GRIS LOTE DE 3 PARES,ARTENGO,"Calcetines gruesos estudiados para practicar deporte, 1 hilo elástico en todo el calcetín para ofrecer una buena sujeción, rizo y zonas de mesh aireadas para mayor confort.
En lotes de 3 pares.",Calcetines,CALCETINES DEPORTES DE RAQUETA ADULTO,4.5,8.99,8.99
8574981,CALCETINES CORTOS DE TENIS RS 560 BLANCO NEGRO LOTE DE 3 PARES,ARTENGO,"Calcetines gruesos estudiados para practicar deporte, 1 hilo elástico en todo el calcetín para ofrecer una buena sujeción, rizo y zonas de mesh aireadas para mayor confort.
En lotes de 3 pares.",Calcetines,CALCETINES DEPORTES DE RAQUETA ADULTO,4.7,7.99,7.99
8574981,CALCETINES CORTOS DE TENIS RS 560 BLANCO NEGRO LOTE DE 3 PARES,ARTENGO,"Calcetines gruesos estudiados para practicar deporte, 1 hilo elástico en todo el calcetín para ofrecer una buena sujeción, rizo y zonas de mesh aireadas para mayor confort.
En lotes de 3 pares.",Calcetines,CALCETINES DEPORTES DE RAQUETA ADULTO,4.7,7.99,7.99
8574981,CALCETINES CORTOS DE TENIS RS 560 BLANCO NEGRO LOTE DE 3 PARES,ARTENGO,"Calcetines gruesos estudiados para practicar deporte, 1 hilo elástico en todo el calcetín para ofrecer una buena sujeción, rizo y zonas de mesh aireadas para mayor confort.
En lotes de 3 pares.",Calcetines,CALCETINES DEPORTES DE RAQUETA ADULTO,4.7,7.99,7.99
8574981,CALCETINES CORTOS DE TENIS RS 560 BLANCO NEGRO LOTE DE 3 PARES,ARTENGO,"Calcetines gruesos estudiados para practicar deporte, 1 hilo elástico en todo el calcetín para ofrecer una buena sujeción, rizo y zonas de mesh aireadas para mayor confort.
En lotes de 3 pares.",Calcetines,CALCETINES DEPORTES DE RAQUETA ADULTO,4.7,7.99,7.99
8575253,"Raqueta de Tenis Artengo TR100 19"" Niños (156GR)",ARTENGO,"Gracias a su composición de aluminio y al equilibrio en la cabeza, esta raqueta proporciona a los niños una relación excelente entre solidez/ligereza y potencia.",Raqueta,RAQUETAS TENIS JÚNIOR,4.6,9.99,9.99
8575254,"RAQUETA DE TENIS NIÑOS ARTENGO TR100 21""(177gr)",ARTENGO,"Gracias a su composición de aluminio y al equilibrio en la cabeza, esta raqueta proporciona a los niños una relación excelente entre solidez/ligereza y potencia.",Raqueta,RAQUETAS TENIS JÚNIOR,4.6,9.99,9.99
